soru,konu,tavsiye
Yaş Problemleri konusu için verilen günlük yaşam senaryosunda bilinmeyen değer x olarak seçiliyor. Verilen ilişkilerden denklem kurularak sonuç nasıl bulunur? Örnek 8,Yaş Problemleri,"Yaş problemlerinde bugünkü yaş, geçmiş-gelecek yaş ilişkisi ve yaş farkının sabit kalması mantığını tekrar etmelisin."
Yaş Problemleri konusu için verilen günlük yaşam senaryosunda bilinmeyen değer x olarak seçiliyor. Verilen ilişkilerden denklem kurularak sonuç nasıl bulunur? Örnek 9,Yaş Problemleri,"Yaş problemlerinde bugünkü yaş, geçmiş-gelecek yaş ilişkisi ve yaş farkının sabit kalması mantığını tekrar etmelisin."
Yaş Problemleri konusu için verilen günlük yaşam senaryosunda bilinmeyen değer x olarak seçiliyor. Verilen ilişkilerden denklem kurularak sonuç nasıl bulunur? Örnek 10,Yaş Problemleri,"Yaş problemlerinde bugünkü yaş, geçmiş-gelecek yaş ilişkisi ve yaş farkının sabit kalması mantığını tekrar etmelisin."
Yaş Problemleri konusu için verilen günlük yaşam senaryosunda bilinmeyen değer x olarak seçiliyor. Verilen ilişkilerden denklem kurularak sonuç nasıl bulunur? Örnek 11,Yaş Problemleri,"Yaş problemlerinde bugünkü yaş, geçmiş-gelecek yaş ilişkisi ve yaş farkının sabit kalması mantığını tekrar etmelisin."
Yaş Problemleri konusu için verilen günlük yaşam senaryosunda bilinmeyen değer x olarak seçiliyor. Verilen ilişkilerden denklem kurularak sonuç nasıl bulunur? Örnek 12,Yaş Problemleri,"Yaş problemlerinde bugünkü yaş, geçmiş-gelecek yaş ilişkisi ve yaş farkının sabit kalması mantığını tekrar etmelisin."
Yaş Problemleri konusu için verilen günlük yaşam senaryosunda bilinmeyen değer x olarak seçiliyor. Verilen ilişkilerden denklem kurularak sonuç nasıl bulunur? Örnek 13,Yaş Problemleri,"Yaş problemlerinde bugünkü yaş, geçmiş-gelecek yaş ilişkisi ve yaş farkının sabit kalması mantığını tekrar etmelisin."
Yaş Problemleri konusu için verilen günlük yaşam senaryosunda bilinmeyen değer x olarak seçiliyor. Verilen ilişkilerden denklem kurularak sonuç nasıl bulunur? Örnek 14,Yaş Problemleri,"Yaş problemlerinde bugünkü yaş, geçmiş-gelecek yaş ilişkisi ve yaş farkının sabit kalması mantığını tekrar etmelisin."
Yaş Problemleri konusu için verilen günlük yaşam senaryosunda bilinmeyen değer x olarak seçiliyor. Verilen ilişkilerden denklem kurularak sonuç nasıl bulunur? Örnek 15,Yaş Problemleri,"Yaş problemlerinde bugünkü yaş, geçmiş-gelecek yaş ilişkisi ve yaş farkının sabit kalması mantığını tekrar etmelisin."
Yaş Problemleri konusu için verilen günlük yaşam senaryosunda bilinmeyen değer x olarak seçiliyor. Verilen ilişkilerden denklem kurularak sonuç nasıl bulunur? Örnek 16,Yaş Problemleri,"Yaş problemlerinde bugünkü yaş, geçmiş-gelecek yaş ilişkisi ve yaş farkının sabit kalması mantığını tekrar etmelisin."
Yaş Problemleri konusu için verilen günlük yaşam senaryosunda bilinmeyen değer x olarak seçiliyor. Verilen ilişkilerden denklem kurularak sonuç nasıl bulunur? Örnek 17,Yaş Problemleri,"Yaş problemlerinde bugünkü yaş, geçmiş-gelecek yaş ilişkisi ve yaş farkının sabit kalması mantığını tekrar etmelisin."
Yaş Problemleri konusu için verilen günlük yaşam senaryosunda bilinmeyen değer x olarak seçiliyor. Verilen ilişkilerden denklem kurularak sonuç nasıl bulunur? Örnek 18,Yaş Problemleri,"Yaş problemlerinde bugünkü yaş, geçmiş-gelecek yaş ilişkisi ve yaş farkının sabit kalması mantığını tekrar etmelisin."
Yaş Problemleri konusu için verilen günlük yaşam senaryosunda bilinmeyen değer x olarak seçiliyor. Verilen ilişkilerden denklem kurularak sonuç nasıl bulunur? Örnek 19,Yaş Problemleri,"Yaş problemlerinde bugünkü yaş, geçmiş-gelecek yaş ilişkisi ve yaş farkının sabit kalması mantığını tekrar etmelisin."
Yaş Problemleri konusu için verilen günlük yaşam senaryosunda bilinmeyen değer x olarak seçiliyor. Verilen ilişkilerden denklem kurularak sonuç nasıl bulunur? Örnek 20,Yaş Problemleri,"Yaş problemlerinde bugünkü yaş, geçmiş-gelecek yaş ilişkisi ve yaş farkının sabit kalması mantığını tekrar etmelisin."
Bir ürünün fiyatı %20 artırılınca 240 TL oluyor. Ürünün ilk fiyatı kaç TL'dir?,Yüzde Problemleri,"Yüzde problemlerinde yüzde artış-azalış, oranı kesre çevirme ve başlangıç değerini bulma konularını tekrar etmelisin."
Bir sınıftaki öğrencilerin %40'ı kızdır. Kız öğrenci sayısı 18 ise sınıfta toplam kaç öğrenci vardır?,Yüzde Problemleri,"Yüzde problemlerinde yüzde artış-azalış, oranı kesre çevirme ve başlangıç değerini bulma konularını tekrar etmelisin."
Bir sayının %25'i 60 ise bu sayı kaçtır?,Yüzde Problemleri,"Yüzde problemlerinde yüzde artış-azalış, oranı kesre çevirme ve başlangıç değerini bulma konularını tekrar etmelisin."
Bir mağazada 300 TL'lik ürüne %15 indirim yapılıyor. İndirimli fiyat kaç TL'dir?,Yüzde Problemleri,"Yüzde problemlerinde yüzde artış-azalış, oranı kesre çevirme ve başlangıç değerini bulma konularını tekrar etmelisin."
Bir ürün önce %10 artırılıp sonra yeni fiyat üzerinden %10 azaltılıyor. Son fiyat başlangıca göre nasıl değişir?,Yüzde Problemleri,"Yüzde problemlerinde yüzde artış-azalış, oranı kesre çevirme ve başlangıç değerini bulma konularını tekrar etmelisin."
Bir depodaki suyun %30'u kullanıldığında geriye 140 litre kalıyor. Başlangıçta depoda kaç litre su vardı?,Yüzde Problemleri,"Yüzde problemlerinde yüzde artış-azalış, oranı kesre çevirme ve başlangıç değerini bulma konularını tekrar etmelisin."
Bir sınavda 80 sorunun %75'ini doğru yapan öğrenci kaç doğru yapmıştır?,Yüzde Problemleri,"Yüzde problemlerinde yüzde artış-azalış, oranı kesre çevirme ve başlangıç değerini bulma konularını tekrar etmelisin."
Bir telefonun fiyatı %12 zamla 5600 TL oluyor. Zamdan önceki fiyat kaç TL'dir?,Yüzde Problemleri,"Yüzde problemlerinde yüzde artış-azalış, oranı kesre çevirme ve başlangıç değerini bulma konularını tekrar etmelisin."
Bir karışımın %18'i tuzdur. Tuz miktarı 36 gram ise karışımın tamamı kaç gramdır?,Yüzde Problemleri,"Yüzde problemlerinde yüzde artış-azalış, oranı kesre çevirme ve başlangıç değerini bulma konularını tekrar etmelisin."
Bir okulda öğrenci sayısı %25 artarak 500 olmuştur. Artmadan önce öğrenci sayısı kaçtır?,Yüzde Problemleri,"Yüzde problemlerinde yüzde artış-azalış, oranı kesre çevirme ve başlangıç değerini bulma konularını tekrar etmelisin."
Yüzde Problemleri konusu için verilen günlük yaşam senaryosunda bilinmeyen değer x olarak seçiliyor. Verilen ilişkilerden denklem kurularak sonuç nasıl bulunur? Örnek 1,Yüzde Problemleri,"Yüzde problemlerinde yüzde artış-azalış, oranı kesre çevirme ve başlangıç değerini bulma konularını tekrar etmelisin."
Yüzde Problemleri konusu için verilen günlük yaşam senaryosunda bilinmeyen değer x olarak seçiliyor. Verilen ilişkilerden denklem kurularak sonuç nasıl bulunur? Örnek 2,Yüzde Problemleri,"Yüzde problemlerinde yüzde artış-azalış, oranı kesre çevirme ve başlangıç değerini bulma konularını tekrar etmelisin."
Yüzde Problemleri konusu için verilen günlük yaşam senaryosunda bilinmeyen değer x olarak seçiliyor. Verilen ilişkilerden denklem kurularak sonuç nasıl bulunur? Örnek 3,Yüzde Problemleri,"Yüzde problemlerinde yüzde artış-azalış, oranı kesre çevirme ve başlangıç değerini bulma konularını tekrar etmelisin."
Yüzde Problemleri konusu için verilen günlük yaşam senaryosunda bilinmeyen değer x olarak seçiliyor. Verilen ilişkilerden denklem kurularak sonuç nasıl bulunur? Örnek 4,Yüzde Problemleri,"Yüzde problemlerinde yüzde artış-azalış, oranı kesre çevirme ve başlangıç değerini bulma konularını tekrar etmelisin."
Yüzde Problemleri konusu için verilen günlük yaşam senaryosunda bilinmeyen değer x olarak seçiliyor. Verilen ilişkilerden denklem kurularak sonuç nasıl bulunur? Örnek 5,Yüzde Problemleri,"Yüzde problemlerinde yüzde artış-azalış, oranı kesre çevirme ve başlangıç değerini bulma konularını tekrar etmelisin."
Yüzde Problemleri konusu için verilen günlük yaşam senaryosunda bilinmeyen değer x olarak seçiliyor. Verilen ilişkilerden denklem kurularak sonuç nasıl bulunur? Örnek 6,Yüzde Problemleri,"Yüzde problemlerinde yüzde artış-azalış, oranı kesre çevirme ve başlangıç değerini bulma konularını tekrar etmelisin."
Yüzde Problemleri konusu için verilen günlük yaşam senaryosunda bilinmeyen değer x olarak seçiliyor. Verilen ilişkilerden denklem kurularak sonuç nasıl bulunur? Örnek 7,Yüzde Problemleri,"Yüzde problemlerinde yüzde artış-azalış, oranı kesre çevirme ve başlangıç değerini bulma konularını tekrar etmelisin."
Yüzde Problemleri konusu için verilen günlük yaşam senaryosunda bilinmeyen değer x olarak seçiliyor. Verilen ilişkilerden denklem kurularak sonuç nasıl bulunur? Örnek 8,Yüzde Problemleri,"Yüzde problemlerinde yüzde artış-azalış, oranı kesre çevirme ve başlangıç değerini bulma konularını tekrar etmelisin."
Yüzde Problemleri konusu için verilen günlük yaşam senaryosunda bilinmeyen değer x olarak seçiliyor. Verilen ilişkilerden denklem kurularak sonuç nasıl bulunur? Örnek 9,Yüzde Problemleri,"Yüzde problemlerinde yüzde artış-azalış, oranı kesre çevirme ve başlangıç değerini bulma konularını tekrar etmelisin."
Yüzde Problemleri konusu için verilen günlük yaşam senaryosunda bilinmeyen değer x olarak seçiliyor. Verilen ilişkilerden denklem kurularak sonuç nasıl bulunur? Örnek 10,Yüzde Problemleri,"Yüzde problemlerinde yüzde artış-azalış, oranı kesre çevirme ve başlangıç değerini bulma konularını tekrar etmelisin."
Yüzde Problemleri konusu için verilen günlük yaşam senaryosunda bilinmeyen değer x olarak seçiliyor. Verilen ilişkilerden denklem kurularak sonuç nasıl bulunur? Örnek 11,Yüzde Problemleri,"Yüzde problemlerinde yüzde artış-azalış, oranı kesre çevirme ve başlangıç değerini bulma konularını tekrar etmelisin."
Yüzde Problemleri konusu için verilen günlük yaşam senaryosunda bilinmeyen değer x olarak seçiliyor. Verilen ilişkilerden denklem kurularak sonuç nasıl bulunur? Örnek 12,Yüzde Problemleri,"Yüzde problemlerinde yüzde artış-azalış, oranı kesre çevirme ve başlangıç değerini bulma konularını tekrar etmelisin."
Yüzde Problemleri konusu için verilen günlük yaşam senaryosunda bilinmeyen değer x olarak seçiliyor. Verilen ilişkilerden denklem kurularak sonuç nasıl bulunur? Örnek 13,Yüzde Problemleri,"Yüzde problemlerinde yüzde artış-azalış, oranı kesre çevirme ve başlangıç değerini bulma konularını tekrar etmelisin."
Yüzde Problemleri konusu için verilen günlük yaşam senaryosunda bilinmeyen değer x olarak seçiliyor. Verilen ilişkilerden denklem kurularak sonuç nasıl bulunur? Örnek 14,Yüzde Problemleri,"Yüzde problemlerinde yüzde artış-azalış, oranı kesre çevirme ve başlangıç değerini bulma konularını tekrar etmelisin."
Yüzde Problemleri konusu için verilen günlük yaşam senaryosunda bilinmeyen değer x olarak seçiliyor. Verilen ilişkilerden denklem kurularak sonuç nasıl bulunur? Örnek 15,Yüzde Problemleri,"Yüzde problemlerinde yüzde artış-azalış, oranı kesre çevirme ve başlangıç değerini bulma konularını tekrar etmelisin."
Yüzde Problemleri konusu için verilen günlük yaşam senaryosunda bilinmeyen değer x olarak seçiliyor. Verilen ilişkilerden denklem kurularak sonuç nasıl bulunur? Örnek 16,Yüzde Problemleri,"Yüzde problemlerinde yüzde artış-azalış, oranı kesre çevirme ve başlangıç değerini bulma konularını tekrar etmelisin."
Yüzde Problemleri konusu için verilen günlük yaşam senaryosunda bilinmeyen değer x olarak seçiliyor. Verilen ilişkilerden denklem kurularak sonuç nasıl bulunur? Örnek 17,Yüzde Problemleri,"Yüzde problemlerinde yüzde artış-azalış, oranı kesre çevirme ve başlangıç değerini bulma konularını tekrar etmelisin."
Yüzde Problemleri konusu için verilen günlük yaşam senaryosunda bilinmeyen değer x olarak seçiliyor. Verilen ilişkilerden denklem kurularak sonuç nasıl bulunur? Örnek 18,Yüzde Problemleri,"Yüzde problemlerinde yüzde artış-azalış, oranı kesre çevirme ve başlangıç değerini bulma konularını tekrar etmelisin."
Yüzde Problemleri konusu için verilen günlük yaşam senaryosunda bilinmeyen değer x olarak seçiliyor. Verilen ilişkilerden denklem kurularak sonuç nasıl bulunur? Örnek 19,Yüzde Problemleri,"Yüzde problemlerinde yüzde artış-azalış, oranı kesre çevirme ve başlangıç değerini bulma konularını tekrar etmelisin."
Yüzde Problemleri konusu için verilen günlük yaşam senaryosunda bilinmeyen değer x olarak seçiliyor. Verilen ilişkilerden denklem kurularak sonuç nasıl bulunur? Örnek 20,Yüzde Problemleri,"Yüzde problemlerinde yüzde artış-azalış, oranı kesre çevirme ve başlangıç değerini bulma konularını tekrar etmelisin."
Bir ürün 200 TL'ye alınıp %25 karla satılıyor. Satış fiyatı kaç TL'dir?,Kar-Zarar Problemleri,"Kar-zarar problemlerinde alış fiyatı, satış fiyatı, kar oranı ve zarar oranı ilişkilerini tekrar etmelisin."
Bir satıcı 360 TL'ye sattığı üründen %20 zarar ediyor. Ürünün alış fiyatı kaç TL'dir?,Kar-Zarar Problemleri,"Kar-zarar problemlerinde alış fiyatı, satış fiyatı, kar oranı ve zarar oranı ilişkilerini tekrar etmelisin."
Alış fiyatı 500 TL olan bir ürün 650 TL'ye satılıyor. Kar yüzdesi kaçtır?,Kar-Zarar Problemleri,"Kar-zarar problemlerinde alış fiyatı, satış fiyatı, kar oranı ve zarar oranı ilişkilerini tekrar etmelisin."
Bir ürün %15 zararla 170 TL'ye satılmıştır. Ürünün alış fiyatı kaç TL'dir?,Kar-Zarar Problemleri,"Kar-zarar problemlerinde alış fiyatı, satış fiyatı, kar oranı ve zarar oranı ilişkilerini tekrar etmelisin."
Bir mağaza ürünün etiket fiyatına %20 indirim yapınca 400 TL'ye satıyor. Etiket fiyatı kaç TL'dir?,Kar-Zarar Problemleri,"Kar-zarar problemlerinde alış fiyatı, satış fiyatı, kar oranı ve zarar oranı ilişkilerini tekrar etmelisin."
Bir ürün önce %30 karla fiyatlandırılıp sonra bu fiyat üzerinden %10 indirimle satılıyor. Alış fiyatı 100 TL ise satış fiyatı kaç TL'dir?,Kar-Zarar Problemleri,"Kar-zarar problemlerinde alış fiyatı, satış fiyatı, kar oranı ve zarar oranı ilişkilerini tekrar etmelisin."
"Bir satıcı iki üründen birini %20 karla, diğerini %20 zararla satıyor. Alış fiyatları eşitse toplam durumda ne olur?",Kar-Zarar Problemleri,"Kar-zarar problemlerinde alış fiyatı, satış fiyatı, kar oranı ve zarar oranı ilişkilerini tekrar etmelisin."
120 TL'ye alınan bir ürün 150 TL'ye satılırsa kar oranı kaçtır?,Kar-Zarar Problemleri,"Kar-zarar problemlerinde alış fiyatı, satış fiyatı, kar oranı ve zarar oranı ilişkilerini tekrar etmelisin."
Bir ürünün satış fiyatı alış fiyatının 4/5'i kadardır. Zarar yüzdesi kaçtır?,Kar-Zarar Problemleri,"Kar-zarar problemlerinde alış fiyatı, satış fiyatı, kar oranı ve zarar oranı ilişkilerini tekrar etmelisin."
Bir satıcı 80 TL kar ederek ürünü 480 TL'ye satıyor. Kar oranı kaçtır?,Kar-Zarar Problemleri,"Kar-zarar problemlerinde alış fiyatı, satış fiyatı, kar oranı ve zarar oranı ilişkilerini tekrar etmelisin."
Kar-Zarar Problemleri konusu için verilen günlük yaşam senaryosunda bilinmeyen değer x olarak seçiliyor. Verilen ilişkilerden denklem kurularak sonuç nasıl bulunur? Örnek 1,Kar-Zarar Problemleri,"Kar-zarar problemlerinde alış fiyatı, satış fiyatı, kar oranı ve zarar oranı ilişkilerini tekrar etmelisin."
Kar-Zarar Problemleri konusu için verilen günlük yaşam senaryosunda bilinmeyen değer x olarak seçiliyor. Verilen ilişkilerden denklem kurularak sonuç nasıl bulunur? Örnek 2,Kar-Zarar Problemleri,"Kar-zarar problemlerinde alış fiyatı, satış fiyatı, kar oranı ve zarar oranı ilişkilerini tekrar etmelisin."
Kar-Zarar Problemleri konusu için verilen günlük yaşam senaryosunda bilinmeyen değer x olarak seçiliyor. Verilen ilişkilerden denklem kurularak sonuç nasıl bulunur? Örnek 3,Kar-Zarar Problemleri,"Kar-zarar problemlerinde alış fiyatı, satış fiyatı, kar oranı ve zarar oranı ilişkilerini tekrar etmelisin."
Kar-Zarar Problemleri konusu için verilen günlük yaşam senaryosunda bilinmeyen değer x olarak seçiliyor. Verilen ilişkilerden denklem kurularak sonuç nasıl bulunur? Örnek 4,Kar-Zarar Problemleri,"Kar-zarar problemlerinde alış fiyatı, satış fiyatı, kar oranı ve zarar oranı ilişkilerini tekrar etmelisin."
